region	chr	midPos	Nsites
(1781,4236)(202945,208455)(200000,250000)	JASDQU010100560.1	225000	2457	0.454135
(4237,4971)(255763,256508)(250000,300000)	JASDQU010100560.1	275000	736	0.574013
(717,981)(345158,345504)(300000,350000)	JASDQU010100561.1	325000	266	0.098572
(982,1225)(479026,479433)(450000,500000)	JASDQU010100561.1	475000	245	0.204531
(1226,1557)(653195,653669)(650000,700000)	JASDQU010100561.1	675000	333	0.375353
(146,167)(265358,265391)(250000,300000)	JASDQU010100562.1	275000	23	-0.011196
(168,363)(555564,555772)(550000,600000)	JASDQU010100562.1	575000	197	0.012265
(670,1360)(218411,219588)(200000,250000)	JASDQU010100571.1	225000	692	0.326271
(5,523)(55783,56338)(50000,100000)	JASDQU010100572.1	75000	520	0.048974
(524,677)(239996,240447)(200000,250000)	JASDQU010100572.1	225000	155	0.047268
(678,1856)(450912,452593)(450000,500000)	JASDQU010100572.1	475000	1180	0.032076
(130,822)(434902,435607)(400000,450000)	JASDQU010100574.1	425000	694	0.195666
(823,2013)(477354,489458)(450000,500000)	JASDQU010100574.1	475000	1192	0.241068
(34,1419)(155935,157578)(150000,200000)	JASDQU010100575.1	175000	1387	0.151727
(52,530)(289354,289873)(250000,300000)	JASDQU010100578.1	275000	480	0.269606
(1359,2331)(398515,399562)(350000,400000)	JASDQU010100582.1	375000	974	0.341572
(183,627)(81495,81973)(50000,100000)	JASDQU010100587.1	75000	446	0.603430
(635,1845)(554191,599657)(550000,600000)	JASDQU010100588.1	575000	1212	0.263187
(1846,2877)(733014,734049)(700000,750000)	JASDQU010100588.1	725000	1033	0.273227
(2878,5512)(766491,769470)(750000,800000)	JASDQU010100588.1	775000	2636	0.172905
(547,1977)(154125,192631)(150000,200000)	JASDQU010100598.1	175000	1432	0.127758
(69,108)(191566,191618)(150000,200000)	JASDQU010100603.1	175000	41	0.003181
(345,764)(68837,69335)(50000,100000)	JASDQU010100604.1	75000	421	0.400105
(60,626)(200701,232796)(200000,250000)	JASDQU010100605.1	225000	568	0.557956
(167,193)(84398,84426)(50000,100000)	JASDQU010100607.1	75000	28	0.154128
(194,1245)(224988,226062)(200000,250000)	JASDQU010100607.1	225000	1053	0.146463
(1246,1737)(304098,304750)(300000,350000)	JASDQU010100607.1	325000	493	0.001866
(601,1581)(299014,299999)(250000,300000)	JASDQU010100609.1	275000	982	0.189292
(1582,4891)(300000,304006)(300000,350000)	JASDQU010100609.1	325000	3311	0.484802
(4892,5047)(777955,778169)(750000,800000)	JASDQU010100609.1	775000	157	0.060512
(5048,5177)(850545,850679)(850000,900000)	JASDQU010100609.1	875000	131	0.036452
(48,184)(144538,144683)(100000,150000)	JASDQU010100610.1	125000	138	0.096140
(333,898)(170114,179051)(150000,200000)	JASDQU010100620.1	175000	567	0.008123
(1525,3150)(70689,97323)(50000,100000)	JASDQU010100622.1	75000	1627	0.110763
(26,2265)(425674,428440)(400000,450000)	JASDQU010100627.1	425000	2241	0.635488
(2049,2076)(67586,67649)(50000,100000)	JASDQU010100633.1	75000	29	0.055837
(102,338)(136084,141216)(100000,150000)	JASDQU010100635.1	125000	238	0.044419
(295,558)(220556,220968)(200000,250000)	JASDQU010100636.1	225000	265	0.160254
(170,364)(197453,197659)(150000,200000)	JASDQU010100642.1	175000	196	0.055858
(1785,1971)(130898,131100)(100000,150000)	JASDQU010100643.1	125000	188	0.033369
(1972,1995)(234479,234533)(200000,250000)	JASDQU010100643.1	225000	25	0.039121
(1996,2110)(279896,280039)(250000,300000)	JASDQU010100643.1	275000	116	0.076546
(486,2021)(179080,181590)(150000,200000)	JASDQU010100646.1	175000	1537	0.135206
(129,1030)(52063,79891)(50000,100000)	JASDQU010100647.1	75000	903	0.249600
(1031,1071)(139897,139946)(100000,150000)	JASDQU010100647.1	125000	42	0.255996
(1072,1562)(198770,199270)(150000,200000)	JASDQU010100647.1	175000	492	0.140083
(351,1151)(279999,280889)(250000,300000)	JASDQU010100654.1	275000	802	0.222396
(4720,4993)(245277,245554)(200000,250000)	JASDQU010100661.1	225000	275	0.047594
(100,264)(337577,338004)(300000,350000)	JASDQU010100664.1	325000	166	0.064716
(265,1262)(359785,360828)(350000,400000)	JASDQU010100664.1	375000	999	0.489184
(1375,1494)(156393,156523)(150000,200000)	JASDQU010100671.1	175000	121	0.048320
(777,1188)(107869,130129)(100000,150000)	JASDQU010100673.1	125000	413	0.052066
(213,685)(77756,78335)(50000,100000)	JASDQU010100678.1	75000	474	0.022538
(686,5091)(359303,364665)(350000,400000)	JASDQU010100678.1	375000	4407	0.274238
(485,589)(367600,367713)(350000,400000)	JASDQU010100683.1	375000	106	0.023778
(66,150)(150002,150089)(150000,200000)	JASDQU010100686.1	175000	86	0.001793
(151,4675)(330041,335131)(300000,350000)	JASDQU010100686.1	325000	4526	0.533215
(4676,5117)(352618,363827)(350000,400000)	JASDQU010100686.1	375000	443	0.174566
(5118,6070)(461690,465211)(450000,500000)	JASDQU010100686.1	475000	954	0.034430
(6071,7948)(533879,548771)(500000,550000)	JASDQU010100686.1	525000	1879	0.121487
(7949,8949)(586219,593015)(550000,600000)	JASDQU010100686.1	575000	1002	0.041365
(8950,9725)(611711,638700)(600000,650000)	JASDQU010100686.1	625000	777	0.027957
(434,1043)(145358,145975)(100000,150000)	JASDQU010100691.1	125000	611	0.369874
(1044,1748)(153415,154182)(150000,200000)	JASDQU010100691.1	175000	706	0.001532
(61,542)(270443,270944)(250000,300000)	JASDQU010100692.1	275000	483	0.386449
(112,995)(227699,243347)(200000,250000)	JASDQU010100697.1	225000	885	0.026338
(996,2328)(266364,267697)(250000,300000)	JASDQU010100697.1	275000	1334	0.371060
(2329,2828)(324908,325471)(300000,350000)	JASDQU010100697.1	325000	501	0.329565
(353,1101)(131926,143065)(100000,150000)	JASDQU010100709.1	125000	750	0.052401
(1102,1250)(182155,182304)(150000,200000)	JASDQU010100709.1	175000	150	0.387441
(96,285)(191582,191792)(150000,200000)	JASDQU010100711.1	175000	191	0.408968
(286,493)(299790,299999)(250000,300000)	JASDQU010100711.1	275000	209	0.018213
(494,596)(300000,300136)(300000,350000)	JASDQU010100711.1	325000	104	0.036042
(597,1303)(469605,470351)(450000,500000)	JASDQU010100711.1	475000	708	0.421726
(1304,1688)(551953,552490)(550000,600000)	JASDQU010100711.1	575000	386	0.049116
(1689,3407)(720676,724046)(700000,750000)	JASDQU010100711.1	725000	1720	0.008668
(183,300)(344529,344857)(300000,350000)	JASDQU010100714.1	325000	119	0.063307
(301,414)(744683,744809)(700000,750000)	JASDQU010100714.1	725000	115	0.881776
(415,1137)(929994,930755)(900000,950000)	JASDQU010100714.1	925000	724	0.820815
(1138,3110)(1022329,1025560)(1000000,1050000)	JASDQU010100714.1	1025000	1974	0.358652
(1335,2733)(76824,98690)(50000,100000)	JASDQU010100715.1	75000	1400	0.358916
(1250,1471)(189630,189936)(150000,200000)	JASDQU010100717.1	175000	223	0.045795
(62,79)(100000,100018)(100000,150000)	JASDQU010100719.1	125000	19	0.038222
(120,520)(416270,447449)(400000,450000)	JASDQU010100727.1	425000	402	0.053519
(535,615)(301386,301747)(300000,350000)	JASDQU010100728.1	325000	82	0.038342
(58,298)(115169,115421)(100000,150000)	JASDQU010100733.1	125000	242	0.066983
(299,1203)(440186,444039)(400000,450000)	JASDQU010100733.1	425000	906	0.145342
(470,1868)(439645,441512)(400000,450000)	JASDQU010100744.1	425000	1400	0.232013
(242,793)(291810,292370)(250000,300000)	JASDQU010100746.1	275000	553	0.029971
(794,1784)(443529,444545)(400000,450000)	JASDQU010100746.1	425000	992	0.363478
(128,980)(105915,108202)(100000,150000)	JASDQU010100756.1	125000	854	0.664690
(353,980)(351519,391960)(350000,400000)	JASDQU010100757.1	375000	629	0.044009
(388,648)(249410,249764)(200000,250000)	JASDQU010100758.1	225000	262	0.126843
(649,962)(469651,469970)(450000,500000)	JASDQU010100758.1	475000	315	0.118067
(963,1776)(522024,522841)(500000,550000)	JASDQU010100758.1	525000	815	0.037968
(21,135)(177707,177824)(150000,200000)	JASDQU010100767.1	175000	116	0.027385
(1811,2412)(146517,147181)(100000,150000)	JASDQU010100774.1	125000	603	0.270843
(751,1420)(142308,143100)(100000,150000)	JASDQU010100779.1	125000	671	0.395670
(2006,2808)(163402,164232)(150000,200000)	JASDQU010100785.1	175000	804	0.156314
(2809,3144)(412041,412404)(400000,450000)	JASDQU010100785.1	425000	337	0.410695
(3145,3277)(522001,522756)(500000,550000)	JASDQU010100785.1	525000	134	0.071294
(318,353)(276547,276585)(250000,300000)	JASDQU010100788.1	275000	37	0.073980
(354,417)(379775,379871)(350000,400000)	JASDQU010100788.1	375000	65	0.079825
(418,951)(438724,439264)(400000,450000)	JASDQU010100788.1	425000	535	0.160352
(952,1775)(484187,485037)(450000,500000)	JASDQU010100788.1	475000	825	0.092932
(1776,2088)(509702,510072)(500000,550000)	JASDQU010100788.1	525000	314	0.082944
(2089,2405)(558783,559153)(550000,600000)	JASDQU010100788.1	575000	318	0.063509
(1040,1500)(164183,183975)(150000,200000)	JASDQU010100789.1	175000	462	0.042564
(623,630)(353137,353147)(350000,400000)	JASDQU010100800.1	375000	9	0.044466
(631,826)(495793,495989)(450000,500000)	JASDQU010100800.1	475000	197	0.043066
(827,1236)(539080,539497)(500000,550000)	JASDQU010100800.1	525000	411	0.014239
(223,361)(206430,206568)(200000,250000)	JASDQU010100801.1	225000	140	0.069265
(134,267)(287631,287793)(250000,300000)	JASDQU010100815.1	275000	135	0.289832
(136,256)(205419,205541)(200000,250000)	JASDQU010100819.1	225000	122	0.021947
(257,1970)(256194,283228)(250000,300000)	JASDQU010100819.1	275000	1715	0.253081
(1971,2255)(322726,339121)(300000,350000)	JASDQU010100819.1	325000	286	0.042864
(1397,3432)(261471,264261)(250000,300000)	JASDQU010100822.1	275000	2037	0.335891
(331,489)(887533,887838)(850000,900000)	JASDQU010100823.1	875000	160	0.029438
(490,861)(928349,928733)(900000,950000)	JASDQU010100823.1	925000	373	0.028552
(231,464)(114775,115024)(100000,150000)	JASDQU010100826.1	125000	235	0.139192
(193,1619)(353358,395176)(350000,400000)	JASDQU010100827.1	375000	1428	0.715309
(468,497)(143838,143886)(100000,150000)	JASDQU010100828.1	125000	31	0.065429
(498,1124)(275336,275992)(250000,300000)	JASDQU010100828.1	275000	628	0.228838
(137,871)(217332,247190)(200000,250000)	JASDQU010100829.1	225000	736	0.473406
(872,2114)(276515,277902)(250000,300000)	JASDQU010100829.1	275000	1244	0.452937
(2573,5443)(172581,186971)(150000,200000)	JASDQU010100831.1	175000	2872	0.588168
(3529,4292)(136305,137091)(100000,150000)	JASDQU010100833.1	125000	765	0.348856
(4293,4349)(299913,299983)(250000,300000)	JASDQU010100833.1	275000	58	0.079875
(4350,4540)(458437,458784)(450000,500000)	JASDQU010100833.1	475000	192	0.057328
(332,1240)(156054,156997)(150000,200000)	JASDQU010100834.1	175000	910	0.508604
(343,3991)(295892,299613)(250000,300000)	JASDQU010100842.1	275000	3650	0.245890
(3992,5350)(302099,304488)(300000,350000)	JASDQU010100842.1	325000	1360	0.102242
(5351,5500)(373350,373544)(350000,400000)	JASDQU010100842.1	375000	151	0.027711
(65,903)(301202,302090)(300000,350000)	JASDQU010100846.1	325000	840	0.001652
(904,998)(464127,464231)(450000,500000)	JASDQU010100846.1	475000	96	0.042973
(5,117)(253530,253658)(250000,300000)	JASDQU010100858.1	275000	114	0.041500
(1416,1509)(200450,200550)(200000,250000)	JASDQU010100864.1	225000	95	0.068543
(138,3477)(206652,233024)(200000,250000)	JASDQU010100870.1	225000	3341	0.400775
(3478,4444)(514421,548001)(500000,550000)	JASDQU010100870.1	525000	968	0.025996
(4445,6228)(662779,689912)(650000,700000)	JASDQU010100870.1	675000	1785	0.096644
(1995,2033)(349960,349999)(300000,350000)	JASDQU010100873.1	325000	40	0.034197
(2034,3804)(350000,363920)(350000,400000)	JASDQU010100873.1	375000	1772	0.321439
(325,2672)(175480,178433)(150000,200000)	JASDQU010100875.1	175000	2349	0.230358
(2882,5139)(265748,268042)(250000,300000)	JASDQU010100877.1	275000	2259	0.299041
(34,95)(50000,50061)(50000,100000)	JASDQU010100888.1	75000	63	0.052699
(96,746)(232755,233467)(200000,250000)	JASDQU010100888.1	225000	652	0.110075
(1789,1871)(148488,148574)(100000,150000)	JASDQU010100891.1	125000	84	0.035072
(583,885)(154815,155209)(150000,200000)	JASDQU010100892.1	175000	304	0.012489
(290,3687)(221496,225364)(200000,250000)	JASDQU010100903.1	225000	3399	0.347304
(3688,3759)(301592,301673)(300000,350000)	JASDQU010100903.1	325000	73	0.354760
(3760,6865)(381872,399884)(350000,400000)	JASDQU010100903.1	375000	3107	0.097503
(130,167)(121550,121600)(100000,150000)	JASDQU010100907.1	125000	39	0.041132
(12,969)(95362,96355)(50000,100000)	JASDQU010100909.1	75000	959	0.460660
(970,2324)(122765,124165)(100000,150000)	JASDQU010100909.1	125000	1356	0.403963
(24,927)(82584,83561)(50000,100000)	JASDQU010100916.1	75000	905	0.266559
(928,2199)(109706,131663)(100000,150000)	JASDQU010100916.1	125000	1273	0.011182
(120,352)(91538,91866)(50000,100000)	JASDQU010100917.1	75000	234	0.097463
(353,615)(153554,196695)(150000,200000)	JASDQU010100917.1	175000	264	0.136790
(616,1074)(534052,534512)(500000,550000)	JASDQU010100917.1	525000	460	0.070610
(1075,1532)(647010,647467)(600000,650000)	JASDQU010100917.1	625000	459	0.490998
(1533,3250)(664733,666466)(650000,700000)	JASDQU010100917.1	675000	1719	0.196851
(1302,1758)(59638,60149)(50000,100000)	JASDQU010100919.1	75000	458	0.192883
(104,145)(86968,87011)(50000,100000)	JASDQU010100922.1	75000	43	0.048513
(146,4453)(103954,112084)(100000,150000)	JASDQU010100922.1	125000	4309	0.571932
(4454,4885)(320287,320731)(300000,350000)	JASDQU010100922.1	325000	433	0.415368
(4886,9810)(374368,379379)(350000,400000)	JASDQU010100922.1	375000	4926	0.210141
(9811,12965)(451327,455744)(450000,500000)	JASDQU010100922.1	475000	3156	0.182441
(104,114)(512794,512805)(500000,550000)	JASDQU010100935.1	525000	12	0.042749
(682,5954)(253968,273540)(250000,300000)	JASDQU010100939.1	275000	5274	0.488674
(5955,6372)(310768,336916)(300000,350000)	JASDQU010100939.1	325000	419	0.182506
(152,277)(211810,211938)(200000,250000)	JASDQU010100940.1	225000	127	0.102417
(533,1316)(121727,122520)(100000,150000)	JASDQU010100941.1	125000	785	0.681256
(366,386)(496891,496967)(450000,500000)	JASDQU010100944.1	475000	22	0.154031
(387,407)(565634,565656)(550000,600000)	JASDQU010100944.1	575000	22	-0.005331
(408,419)(703916,703975)(700000,750000)	JASDQU010100944.1	725000	13	0.043533
(420,735)(843777,844098)(800000,850000)	JASDQU010100944.1	825000	317	0.073851
(736,1010)(954504,954840)(950000,1000000)	JASDQU010100944.1	975000	276	0.038863
(1011,1318)(1063476,1065816)(1050000,1100000)	JASDQU010100944.1	1075000	309	0.026037
(536,755)(180854,181272)(150000,200000)	JASDQU010100948.1	175000	221	0.025863
(756,1054)(258092,258522)(250000,300000)	JASDQU010100948.1	275000	300	0.054721
(1055,1078)(306118,306146)(300000,350000)	JASDQU010100948.1	325000	25	0.051289
(1079,1153)(688037,688128)(650000,700000)	JASDQU010100948.1	675000	76	0.057340
(27,1037)(196236,197737)(150000,200000)	JASDQU010100952.1	175000	1012	0.163354
(1038,3657)(201607,222083)(200000,250000)	JASDQU010100952.1	225000	2621	0.123036
(374,376)(136922,136924)(100000,150000)	JASDQU010100953.1	125000	4	0.058167
(377,436)(188159,195339)(150000,200000)	JASDQU010100953.1	175000	61	0.039669
(437,673)(223216,223460)(200000,250000)	JASDQU010100953.1	225000	238	0.008843
(328,650)(178388,178857)(150000,200000)	JASDQU010100954.1	175000	324	0.039121
(1385,1779)(107318,143636)(100000,150000)	JASDQU010100955.1	125000	396	0.056942
(1780,1831)(159512,159634)(150000,200000)	JASDQU010100955.1	175000	53	0.052108
(1832,2891)(251209,272960)(250000,300000)	JASDQU010100955.1	275000	1061	0.171273
(160,581)(215695,216118)(200000,250000)	JASDQU010100961.1	225000	423	0.024241
(582,883)(257190,265021)(250000,300000)	JASDQU010100961.1	275000	303	0.066453
(884,1629)(370003,397230)(350000,400000)	JASDQU010100961.1	375000	747	0.421195
(24,1208)(191482,192707)(150000,200000)	JASDQU010100965.1	175000	1186	0.510948
(1209,1939)(293278,294031)(250000,300000)	JASDQU010100965.1	275000	732	0.308798
(1940,2125)(372623,372915)(350000,400000)	JASDQU010100965.1	375000	187	0.341106
(2126,3101)(415046,444885)(400000,450000)	JASDQU010100965.1	425000	977	0.500314
(861,921)(619481,619545)(600000,650000)	JASDQU010100967.1	625000	62	0.028447
(748,1325)(292163,297283)(250000,300000)	JASDQU010100968.1	275000	579	0.149897
(810,2305)(263388,264911)(250000,300000)	JASDQU010100972.1	275000	1497	0.113086
(28,573)(498781,499406)(450000,500000)	JASDQU010100976.1	475000	547	0.566746
(24,570)(290624,291183)(250000,300000)	JASDQU010100981.1	275000	548	0.515886
(571,3708)(311326,317403)(300000,350000)	JASDQU010100981.1	325000	3139	0.636035
(550,975)(130850,131299)(100000,150000)	JASDQU010100982.1	125000	427	0.203793
(890,3079)(56466,78927)(50000,100000)	JASDQU010100985.1	75000	2191	0.304431
(3080,4507)(171041,198000)(150000,200000)	JASDQU010100985.1	175000	1429	0.234831
(72,1869)(275719,279558)(250000,300000)	JASDQU010100991.1	275000	1799	0.302802
(186,2304)(154310,159994)(150000,200000)	JASDQU010100992.1	175000	2120	0.157313
(119,415)(223310,223629)(200000,250000)	JASDQU010101002.1	225000	298	0.029632
(960,1048)(357304,357409)(350000,400000)	JASDQU010101005.1	375000	90	0.042332
(1049,1658)(469051,469677)(450000,500000)	JASDQU010101005.1	475000	611	0.706501
(1659,2510)(557047,558275)(550000,600000)	JASDQU010101005.1	575000	853	0.699607
(148,942)(407619,408498)(400000,450000)	JASDQU010101016.1	425000	796	0.334477
(943,2147)(473523,484472)(450000,500000)	JASDQU010101016.1	475000	1206	0.066091
(2148,2493)(650431,650785)(650000,700000)	JASDQU010101016.1	675000	347	0.034732
(573,1652)(321720,323764)(300000,350000)	JASDQU010101017.1	325000	1081	0.705808
(1373,1572)(378756,378981)(350000,400000)	JASDQU010101028.1	375000	201	0.009983
(181,782)(287292,287903)(250000,300000)	JASDQU010101029.1	275000	603	0.194518
(674,938)(116587,135082)(100000,150000)	JASDQU010101034.1	125000	266	0.300862
(939,1304)(207761,208134)(200000,250000)	JASDQU010101034.1	225000	367	0.016888
(1305,1353)(506205,506265)(500000,550000)	JASDQU010101034.1	525000	50	0.034218
(378,678)(282797,283164)(250000,300000)	JASDQU010101035.1	275000	302	0.068705
(679,1675)(356533,373327)(350000,400000)	JASDQU010101035.1	375000	998	0.143437
(222,403)(122886,123077)(100000,150000)	JASDQU010101037.1	125000	183	0.088038
(134,829)(103903,104616)(100000,150000)	JASDQU010101040.1	125000	697	0.064983
(830,2296)(243737,249999)(200000,250000)	JASDQU010101040.1	225000	1468	0.259009
(2297,2955)(250000,250662)(250000,300000)	JASDQU010101040.1	275000	660	0.392172
(381,420)(213765,213899)(200000,250000)	JASDQU010101042.1	225000	41	0.066630
(2960,3326)(201769,202137)(200000,250000)	JASDQU010101043.1	225000	368	0.160542
(298,1132)(622615,624839)(600000,650000)	JASDQU010101053.1	625000	836	0.397768
(54,188)(53147,99891)(50000,100000)	JASDQU010101055.1	75000	136	0.101692
(189,737)(113171,113740)(100000,150000)	JASDQU010101055.1	125000	550	0.665437
(738,782)(578447,578553)(550000,600000)	JASDQU010101055.1	575000	46	0.029051
(2499,2580)(243410,243512)(200000,250000)	JASDQU010101056.1	225000	83	0.041686
(67,4308)(108772,140339)(100000,150000)	JASDQU010101060.1	125000	4243	0.634353
(4309,4575)(201669,201940)(200000,250000)	JASDQU010101060.1	225000	268	0.014692
(1573,2160)(412794,413441)(400000,450000)	JASDQU010101061.1	425000	589	0.243071
(353,373)(103678,103866)(100000,150000)	JASDQU010101063.1	125000	22	0.079764
(138,2919)(50000,85583)(50000,100000)	JASDQU010101066.1	75000	2783	0.665012
(1876,2136)(393303,393568)(350000,400000)	JASDQU010101073.1	375000	262	0.081386
(2137,2780)(437034,437814)(400000,450000)	JASDQU010101073.1	425000	645	0.015277
(47,1600)(279575,283047)(250000,300000)	JASDQU010101075.1	275000	1555	0.334536
